Id,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,LotArea,OverallQual,OverallCond,TotalBsmtSF,1stFlrSF,SalePrice
981,999,3,1,6,12122,7,9,944,999,178400
982,2612,4,2,8,12203,8,5,1225,1276,336000
983,1266,2,2,6,3182,7,5,1266,1266,159895
984,2290,4,2,9,11250,8,5,1128,1149,255900
985,1734,4,2,8,10125,5,5,0,1302,126000
986,1164,3,1,5,10880,5,5,1164,1164,125000
987,1635,2,1,5,5310,6,8,485,1001,117000
988,1940,3,2,8,10159,9,5,1930,1940,395192
989,2030,4,2,8,12046,6,6,848,1118,195000
990,1576,3,2,6,8125,7,5,770,778,197000
991,2392,3,2,7,9452,8,5,1396,1407,348000
992,1742,4,1,8,17671,8,9,916,916,168000
993,1851,3,2,7,9760,6,8,822,1020,187000
994,1500,3,2,6,8846,6,5,750,750,173900
995,1718,3,2,7,12456,10,5,1700,1718,337500
996,1230,3,1,5,4712,4,7,747,774,121600
997,1050,3,1,6,10659,5,6,1050,1050,136500
998,1442,2,2,6,11717,6,6,1442,1442,185000
999,1077,3,1,6,9786,3,4,1007,1077,91000
1000,1208,2,2,6,6762,7,5,1187,1208,206000
1001,944,2,1,4,10206,3,3,0,944,82000
1002,691,2,1,4,5400,5,6,691,691,86000
1003,1574,3,2,7,11957,8,5,1574,1574,232000
1004,1680,4,2,8,11500,5,6,1680,1680,136905
1005,1504,1,2,7,3182,7,5,1346,1504,181000
1006,985,3,2,6,8385,5,8,985,985,149900
1007,1657,3,2,7,12155,6,3,1657,1657,163500
1008,1092,3,1,6,2217,4,4,546,546,88000
1009,1710,3,2,7,12118,7,5,1710,1710,240000
1010,1522,4,2,7,6000,5,5,1008,1008,102000
1011,1271,4,2,7,21286,5,5,720,720,135000
1012,1664,4,2,8,9825,5,5,0,1664,100000
1013,1502,3,1,7,10592,6,7,602,900,165000
1014,1022,2,1,4,7200,5,4,1022,1022,85000
1015,1082,2,1,5,11664,6,5,1082,1082,119200
1016,1665,3,2,6,8400,8,6,810,810,227000
1017,1504,3,2,6,11883,7,5,1504,1504,203000
1018,1360,1,1,4,5814,8,5,1220,1360,187500
1019,1472,3,2,7,10784,7,5,384,802,160000
1020,1506,2,2,6,3013,7,5,1362,1506,213490
1021,1132,2,1,5,7024,4,5,1132,1132,176000
1022,1220,2,2,6,7406,7,5,1199,1220,194000
1023,1248,2,1,6,9439,5,5,912,912,87000
1024,1504,2,2,7,3182,7,5,1346,1504,191000
1025,2898,2,2,10,15498,8,6,1565,2898,287000
1026,882,3,1,5,7700,5,5,882,882,112500
1027,1264,3,1,6,9300,5,5,1268,1264,167500
1028,1646,3,2,7,9520,8,5,1638,1646,293077
1029,1376,3,1,6,9492,5,5,768,968,105000
1030,1218,3,1,7,1680,6,7,672,672,118000
1031,1928,5,2,10,7082,5,8,686,948,160000
1032,3082,5,2,12,15863,7,3,824,1687,197000
1033,2520,5,2,10,14541,8,7,1338,1352,310000
1034,1654,3,2,6,8125,7,5,1654,1654,230000
1035,954,2,1,5,6305,5,7,920,954,119750
1036,845,3,1,5,11500,4,3,0,845,84000
1037,1620,2,2,6,12898,9,5,1620,1620,315500
1038,2263,3,2,7,9240,8,5,1055,1055,287000
1039,1344,3,1,6,1533,4,6,546,798,97000
1040,630,1,1,3,1477,4,4,630,630,80000
1041,1803,3,2,8,13125,5,4,1134,1803,155000
1042,1632,4,1,7,9130,6,8,800,800,173000
1043,1306,1,2,5,5381,6,5,1306,1306,196000
1044,2329,4,2,10,11839,7,5,1475,1532,262280
1045,2524,4,2,9,9600,8,5,2524,2524,278000
1046,1733,4,2,8,13680,3,5,0,1733,139600
1047,2868,4,3,11,16056,9,5,1992,1992,556581
1048,990,3,1,5,9245,5,5,990,990,145000
1049,1771,3,1,9,21750,5,4,0,1771,115000
1050,930,2,1,6,11100,4,7,0,930,84900
1051,1302,3,2,6,8993,7,5,1302,1302,176485
1052,1316,3,2,6,11175,7,5,1316,1316,200141
1053,1977,4,1,9,9500,6,6,816,1127,165000
1054,1526,4,1,7,8562,5,6,1216,1526,144500
1055,1989,3,2,7,11367,8,5,1065,1091,255000
1056,1523,3,2,7,11361,6,5,1193,1523,180000
1057,1364,2,2,6,7052,7,5,1364,1364,185850
1058,1850,3,2,7,29959,7,6,973,979,248000
1059,2184,3,2,10,11308,9,5,1104,1130,335000
1060,1991,3,1,7,11275,6,7,854,1096,220000
1061,1338,2,2,6,4920,8,5,1338,1338,213500
1062,894,2,1,6,18000,3,4,894,894,81000
1063,2337,5,2,10,13600,5,5,662,1422,90000
1064,1103,2,1,5,6000,6,6,1103,1103,110500
1065,1154,3,1,6,11000,5,6,1154,1154,154000
1066,2260,3,2,7,14000,7,5,1306,1306,328000
1067,1571,3,2,7,7837,6,7,799,799,178000
1068,1611,4,1,7,9760,6,6,780,798,167900
1069,2521,5,2,10,3964,6,4,942,1291,151400
1070,893,2,1,4,9600,5,7,845,893,135000
1071,1048,3,1,6,10152,5,5,1048,1048,135000
1072,1556,4,1,8,11700,6,6,727,829,154000
1073,1456,4,1,7,7585,5,3,810,1002,91500
1074,1426,3,1,6,7950,6,6,690,698,159500
1075,1240,2,2,5,8556,7,5,1240,1240,194000
1076,1740,3,1,6,13125,7,6,800,960,219500
1077,1466,3,2,7,10800,5,8,796,1096,170000
1078,1096,3,1,6,15870,5,5,1096,1096,138800
1079,848,1,1,3,4435,6,5,848,848,155900
1080,990,3,1,5,8775,5,5,990,990,126000
1081,1258,3,2,5,11040,6,7,1258,1258,145000
1082,1040,3,1,5,7500,5,5,1040,1040,133000
1083,1459,3,2,6,8749,7,5,1459,1459,192000
1084,1251,3,1,6,8800,6,6,1251,1251,160000
1085,1498,3,2,6,13031,6,5,691,691,187500
1086,996,2,1,5,9069,6,6,936,996,147000
1087,1092,3,1,6,1974,4,5,546,546,83500
1088,1953,3,2,9,10574,8,5,1082,1082,252000
1089,1709,3,2,7,2522,7,5,970,970,137500
1090,1247,1,1,4,3316,8,5,1247,1247,197000
1091,1040,2,2,6,8544,3,4,0,1040,92900
1092,1252,2,2,4,2160,7,5,600,624,160000
1093,1694,4,2,7,8400,6,5,1181,1390,136500
1094,1200,1,1,6,9230,5,8,864,1200,146000
1095,936,2,1,4,5868,5,7,936,936,129000
1096,1314,3,2,6,9317,6,5,1314,1314,176432
1097,1355,3,1,7,6882,6,7,684,773,127000
1098,1088,2,1,5,3696,8,5,1074,1088,170000
1099,1324,3,1,6,6000,4,6,672,757,128000
1100,1601,3,2,7,11880,7,5,1271,1601,157000
1101,438,1,1,3,8400,2,5,290,438,60000
1102,950,3,1,5,9758,5,5,950,950,119500
1103,1134,2,1,6,7000,5,7,1010,1134,135000
1104,1194,3,1,6,8910,6,6,655,1194,159500
1105,1302,3,2,6,2016,5,5,630,630,106000
1106,2622,3,2,9,12256,8,5,1463,1500,325000
1107,1442,3,2,6,10357,7,5,910,1442,179900
1108,2021,3,2,9,23257,7,5,868,887,274725
1109,1690,3,2,7,8063,6,5,924,948,181000
1110,1836,3,2,7,11362,8,5,1836,1836,280000
1111,1658,3,2,8,8000,6,5,773,773,188000
1112,1964,4,2,8,10480,7,6,803,1098,205000
1113,816,2,1,5,7100,5,7,816,816,129900
1114,1008,2,1,6,8923,5,7,1008,1008,134500
1115,833,2,1,4,5400,5,7,833,833,117000
1116,1734,3,2,7,12085,8,5,1734,1734,318000
1117,1419,3,2,7,7750,8,5,408,779,184100
1118,894,3,1,5,9764,5,7,894,894,130000
1119,1601,3,1,6,13825,5,6,533,1021,140000
1120,1040,3,1,6,7560,5,5,1040,1040,133700
1121,1012,2,1,6,8263,6,5,1012,1012,118400
1122,1552,3,2,7,10084,7,5,1552,1552,212900
1123,960,3,1,5,8926,4,3,672,960,112000
1124,698,2,1,4,9405,5,9,698,698,118000
1125,1482,3,2,7,9125,7,5,384,812,163900
1126,1005,2,1,5,10434,4,5,1005,1005,115000
1127,1555,2,2,7,3684,7,5,1373,1555,174000
1128,1530,3,2,7,14572,7,5,1530,1530,259000
1129,1959,4,2,8,11796,7,5,847,847,215000
1130,936,2,1,4,7200,5,5,936,936,140000
1131,1981,4,2,7,7804,4,3,1122,1328,135000
1132,974,3,1,5,10712,5,5,974,974,93500
1133,2210,5,2,8,9900,6,4,1008,1178,117500
1134,2020,3,2,8,9828,8,5,1128,1142,239500
1135,1600,3,2,7,8773,6,5,916,916,169000
1136,986,2,1,5,6180,6,5,960,986,102000
1137,1252,3,1,6,9600,6,5,1032,1032,119000
1138,1020,2,1,6,6342,5,8,780,780,94000
1139,1567,2,2,5,9819,6,5,1567,1567,196000
1140,1167,3,1,6,8731,5,5,915,1167,144000
1141,952,2,1,4,7350,5,7,952,952,139000
1142,1868,4,2,9,10304,5,7,780,1088,197500
1143,2828,4,3,11,9965,8,5,1466,1466,424870
1144,1006,3,1,5,9000,5,3,1006,1006,80000
1145,924,2,1,5,12180,4,4,672,672,80000
1146,1576,3,1,8,6240,5,6,1042,1042,149000
1147,1298,3,2,5,11200,6,5,1298,1298,180000
1148,1564,3,1,7,12000,7,7,704,860,174500
1149,1111,2,1,5,5700,7,7,572,572,116900
1150,1482,3,1,7,9000,7,9,650,832,143000
1151,932,2,1,4,8280,6,5,932,932,124000
1152,1466,3,1,6,17755,5,4,1466,1466,149900
1153,1811,2,1,6,14115,6,7,1073,1811,230000
1154,816,2,1,5,5890,6,8,816,816,120500
1155,1820,4,1,8,13700,7,6,864,902,201800
1156,1437,3,2,6,10768,5,8,1437,1437,218000
1157,1265,3,2,6,9350,5,8,1219,1265,179900
1158,1314,2,2,6,5001,7,5,1314,1314,230000
1159,1580,3,2,7,11932,8,5,1580,1580,235128
1160,1876,4,2,8,9120,6,6,901,943,185000
1161,1456,3,2,7,2280,6,5,855,855,146000
1162,1640,3,1,7,14778,6,7,1296,1640,224000
1163,894,3,1,5,8724,5,5,894,894,129000
1164,1258,0,0,6,12900,4,4,1198,1258,108959
1165,1432,2,1,5,16157,5,7,1360,1432,194000
1166,1502,3,2,7,9541,7,5,1502,1502,233170
1167,1694,3,2,7,10475,8,5,1694,1694,245350
1168,1671,3,2,7,10852,6,5,959,959,173000
1169,2108,4,2,7,13728,6,7,1127,1236,235000
1170,3627,4,3,10,35760,10,5,1930,1831,625000
1171,1118,3,1,6,9880,6,6,1096,1118,171000
1172,1261,3,1,6,9120,6,6,1261,1261,163000
1173,1250,2,2,5,4017,7,5,625,625,171900
1174,3086,3,3,12,18030,5,6,1598,1636,200500
1175,2345,4,2,9,16560,6,8,952,1170,239000
1176,2872,4,2,9,10678,8,5,1683,2129,285000
1177,923,3,1,5,6951,5,5,876,923,119500
1178,1224,3,1,5,3950,6,8,818,818,115000
1179,1343,3,1,7,7681,5,6,731,820,154900
1180,1124,3,1,5,8335,5,5,0,1124,93000
1181,2514,4,2,8,11170,7,5,1216,1298,250000
1182,1652,2,2,5,5587,8,5,1600,1652,392500
1183,4476,4,3,10,15623,10,5,2396,2411,745000
1184,1130,2,1,5,10800,5,6,1120,1130,120000
1185,1572,3,1,5,35133,5,4,1572,1572,186700
1186,1221,4,1,7,9738,5,7,784,949,104900
1187,1699,3,2,7,10615,3,5,978,1014,95000
1188,1624,2,2,5,12461,8,5,1624,1624,262000
1189,1660,3,2,7,8935,7,5,831,831,195000
1190,1804,3,2,7,7500,7,5,994,1028,189000
1191,1622,3,1,7,32463,4,4,1249,1622,168000
1192,1441,2,2,5,2645,8,5,776,764,174000
1193,1472,3,1,6,9600,5,8,702,842,125000
1194,1224,2,2,5,4500,6,5,1224,1224,165000
1195,1352,4,1,7,9364,6,7,663,663,158000
1196,1456,3,2,8,8029,6,5,728,728,176000
1197,1863,4,2,9,14054,7,5,879,879,219210
1198,1690,3,1,7,8850,7,6,815,815,144000
1199,1212,3,2,6,9100,7,5,1212,1212,178000
1200,1382,3,1,6,11235,4,5,1051,1382,148000
1201,864,3,1,5,9353,4,5,864,864,116050
1202,1779,3,2,6,10400,7,5,866,866,197900
1203,1348,3,1,5,6000,5,8,884,884,117000
1204,1630,3,2,6,9750,7,5,1630,1630,213000
1205,1074,3,1,6,10140,5,6,1056,1074,153500
1206,2196,3,2,7,14684,7,7,2158,2196,271900
1207,1056,2,1,5,8900,4,4,1056,1056,107000
1208,1700,3,2,7,9135,6,5,1682,1700,200000
1209,1283,3,1,6,7763,5,7,931,1283,140000
1210,1660,3,2,8,10182,8,5,1660,1660,290000
1211,1845,3,2,8,11218,6,5,1055,1055,189000
1212,1752,4,2,8,12134,8,7,559,1080,164000
1213,672,2,1,4,9340,4,6,672,672,113000
1214,960,0,0,3,10246,4,9,648,960,145000
1215,999,3,1,6,10205,5,5,925,999,134500
1216,894,3,1,5,7094,5,5,894,894,125000
1217,1902,4,2,8,8930,6,5,0,1318,112000
1218,1314,3,2,6,8640,8,5,1300,1314,229456
1219,912,2,1,3,6240,4,5,0,672,80500
1220,1218,3,1,7,1680,6,5,672,672,91500
1221,912,2,1,5,7800,5,5,912,912,115000
1222,1211,3,1,5,8250,5,5,952,1211,134000
1223,1846,3,2,7,10496,6,6,1040,1168,143000
1224,2136,4,2,7,10680,5,3,2136,2136,137900
1225,1490,3,2,8,15384,7,5,788,788,184000
1226,1138,3,1,6,10482,6,8,588,1138,145000
1227,1933,4,2,9,14598,6,5,894,894,214000
1228,912,2,1,5,8872,5,8,912,912,147000
1229,1702,1,1,7,8769,9,5,1702,1702,367294
1230,1507,4,2,7,7910,5,5,1075,1507,127000
1231,2620,4,2,12,18890,5,5,1361,1361,190000
1232,1190,3,1,6,7728,5,6,1106,1190,132500
1233,1224,2,2,6,9842,4,5,0,1224,101800
1234,1188,3,1,6,12160,5,5,1188,1188,142000
1235,1964,4,1,7,8525,5,6,940,1024,130000
1236,1784,4,1,9,13132,5,5,747,892,138887
1237,1626,2,2,6,2628,7,5,764,764,175500
1238,1948,4,2,8,12393,7,5,847,847,195000
1239,1141,3,1,6,13072,6,5,1141,1141,142500
1240,1484,2,2,6,9037,8,5,1476,1484,265900
1241,1768,3,2,8,8158,7,5,884,884,224900
1242,1689,3,2,7,9849,7,6,1689,1689,248328
1243,1173,3,2,6,10625,7,6,1053,1173,170000
1244,2076,2,2,7,13891,10,5,2076,2076,465000
1245,1517,3,1,7,11435,8,7,792,792,230000
1246,1868,3,3,7,12090,6,7,585,1140,178000
1247,1553,3,2,6,8125,7,5,756,756,186500
1248,1034,3,1,6,12328,6,5,1012,1034,169900
1249,2058,3,1,8,9600,6,5,735,1134,129500
1250,988,3,1,6,7200,5,7,876,988,119000
1251,2110,3,2,8,11160,7,5,2110,2110,244000
1252,1405,2,2,6,3136,7,5,1405,1405,171750
1253,874,3,1,5,9858,5,6,864,874,130000
1254,2167,3,2,9,17542,7,7,1192,1516,294000
1255,1656,3,2,7,6931,7,5,746,760,165400
1256,1367,3,1,6,6240,6,6,884,959,127500
1257,1987,2,2,7,14303,8,5,1986,1987,301500
1258,864,2,1,4,4060,5,8,864,864,99900
1259,1166,2,2,5,9587,7,5,856,1166,190000
1260,1054,3,1,6,9750,6,8,1054,1054,151000
1261,1675,3,2,7,24682,6,5,841,892,181000
1262,1050,2,1,5,9600,5,6,1050,1050,128900
1263,1788,5,1,8,11250,4,5,1104,1104,161500
1264,1824,3,1,8,13515,6,6,764,1060,180500
1265,1337,2,2,5,4060,6,5,1405,1337,181000
1266,1452,3,2,6,3735,7,5,691,713,183900
1267,1889,4,1,9,10120,7,4,925,964,122000
1268,2018,3,2,10,13214,9,5,2002,2018,378500
1269,3447,4,3,11,14100,8,9,728,1968,381000
1270,1524,3,1,7,11344,5,5,874,874,144000
1271,1524,0,0,4,23595,7,6,1332,1332,260000
1272,1489,3,2,7,9156,6,7,1489,1489,185750
1273,935,3,1,5,13526,5,6,935,935,137000
1274,1357,2,1,5,11512,6,7,1019,1357,177000
1275,1250,3,2,8,5362,5,6,661,661,139000
1276,1920,4,2,10,11345,5,5,928,928,137000
1277,1395,3,1,6,12936,6,6,723,735,162000
1278,1724,3,1,7,17871,6,5,1680,1724,197900
1279,2031,3,2,7,9473,8,5,1128,1128,237000
1280,1128,2,1,6,7500,4,4,698,698,68400
1281,1573,3,2,6,9808,7,5,1573,1573,227000
1282,1339,2,2,6,8049,7,5,1309,1339,180000
1283,1040,3,2,5,8800,5,7,1040,1040,150500
1284,1824,4,2,8,9400,6,5,912,912,139000
1285,2447,4,2,10,9638,6,7,804,1699,169000
1286,1412,4,1,6,6000,6,6,780,825,132500
1287,1328,3,1,6,9790,6,5,1328,1328,143000
1288,1582,4,2,7,36500,5,5,1624,1582,190000
1289,1659,2,2,5,5664,8,5,1501,1659,278000
1290,1970,3,2,8,11065,8,5,1085,1120,281000
1291,1152,3,1,6,14112,5,7,1152,1152,180500
1292,1302,3,2,6,1680,5,7,630,630,119500
1293,2372,4,2,11,6600,5,4,994,1378,107500
1294,1664,4,2,8,10140,7,5,832,832,162900
1295,864,2,1,5,8172,5,7,864,864,115000
1296,1052,3,1,5,8400,5,5,1052,1052,138500
1297,1128,3,2,6,8700,5,6,1120,1128,155000
1298,1072,2,2,5,3675,6,5,547,1072,140000
1299,5642,3,2,12,63887,10,5,6110,4692,160000
1300,1246,3,1,6,7500,5,7,1246,1246,154000
1301,1983,3,2,9,10762,7,5,978,1005,225000
1302,1494,3,1,7,7500,6,7,771,753,177500
1303,2526,4,2,8,10120,8,5,1165,1203,290000
1304,1616,3,2,7,8688,7,5,1616,1616,232000
1305,1708,3,2,7,3363,7,5,976,976,130000
1306,1652,2,2,6,13173,9,5,1652,1652,325000
1307,1368,2,2,6,6955,7,5,1368,1368,202500
1308,990,3,1,5,8072,5,5,990,990,138000
1309,1122,2,1,6,12000,5,7,924,1122,147000
1310,1294,3,2,6,7153,6,5,1278,1294,179200
1311,1902,3,2,7,17500,7,8,1902,1902,335000
1312,1274,3,2,6,8814,7,5,1274,1274,203000
1313,2810,4,2,9,9572,8,5,1453,1453,302000
1314,2599,4,2,10,14774,9,5,1393,1422,333168
1315,948,3,1,5,8190,4,6,948,948,119000
1316,2112,4,2,9,11075,6,5,952,1092,206900
1317,1630,3,2,8,10226,8,5,1622,1630,295493
1318,1352,2,2,5,4230,7,5,1352,1352,208900
1319,1787,3,2,7,14781,8,5,1753,1787,275000
1320,948,3,1,5,10215,4,5,864,948,111000
1321,1478,3,1,6,8400,6,3,1478,1478,156500
1322,720,2,1,4,6627,3,6,0,720,72500
1323,1923,3,2,8,10186,7,5,750,1061,190000
1324,708,2,1,5,5330,4,7,420,708,82500
1325,1795,2,2,7,9986,8,5,1795,1795,147000
1326,796,2,1,5,3636,4,4,796,796,55000
1327,774,3,1,6,4270,3,6,544,774,79000
1328,816,3,1,5,6600,5,9,816,816,130500
1329,2792,5,2,8,10440,6,7,1510,1584,256000
1330,1632,3,2,8,9084,7,5,935,955,176500
1331,1588,3,2,7,10000,8,5,1588,1588,227000
1332,954,3,1,6,10780,5,5,911,954,132500
1333,816,2,1,3,8877,4,6,816,816,100000
1334,1360,2,1,6,7200,5,6,803,803,125500
1335,1365,3,1,7,2368,5,6,765,765,125000
1336,1334,2,2,6,9650,6,5,1350,1334,167900
1337,1656,4,2,8,9246,5,5,1656,1656,135000
1338,693,2,1,4,4118,4,4,693,693,52500
1339,1861,3,2,8,13450,7,5,916,920,200000
1340,864,3,1,5,9560,5,7,864,864,128500
1341,872,3,1,5,8294,4,5,858,872,123000
1342,1114,3,1,6,13695,6,5,1114,1114,155000
1343,2169,3,2,7,9375,8,5,1284,1284,228500
1344,1913,3,1,9,7558,6,6,896,1172,177000
1345,1456,3,2,8,11103,7,5,728,728,155835
1346,960,2,1,5,6000,4,4,960,960,108500
1347,2156,3,2,9,20781,7,7,1568,2156,262500
1348,1776,3,2,7,15306,8,5,1732,1776,283463
1349,1494,3,2,5,16196,7,5,1482,1494,215000
1350,2358,4,2,8,5250,8,5,684,938,122000
1351,2634,6,2,12,11643,5,5,1248,1338,200000
1352,1716,4,1,8,9247,6,6,858,858,171000
1353,1176,2,1,4,6000,6,9,698,786,134900
1354,3238,4,2,9,14720,8,5,2033,2053,410000
1355,1865,3,2,7,10316,7,5,992,992,235000
1356,1920,4,3,8,10192,7,6,570,1222,170000
1357,892,3,1,5,9477,5,5,864,892,110000
1358,1078,3,1,6,12537,5,6,1078,1078,149900
1359,1573,3,2,5,2117,6,5,756,769,177500
1360,1980,3,2,8,16737,9,5,1980,1980,315000
1361,2601,4,3,8,9842,5,6,612,990,189000
1362,1530,3,2,7,16158,7,5,1530,1530,260000
1363,1738,4,2,7,12513,4,4,715,1281,104900
1364,1412,3,2,6,8499,6,5,616,616,156932
1365,1200,2,2,4,3180,7,5,600,520,144152
1366,1674,3,2,7,7500,7,5,814,814,216000
1367,1790,3,2,7,9179,7,5,873,882,193000
1368,1475,4,2,6,2665,5,6,757,925,127000
1369,848,1,1,4,4435,6,5,848,848,144000
1370,1668,3,2,8,10635,8,5,1657,1668,232000
1371,1374,2,1,6,5400,4,6,840,840,105000
1372,1661,3,1,8,9600,6,6,992,1661,165500
1373,2097,3,2,8,9750,7,6,1108,1108,274300
1374,2633,2,2,8,11400,10,5,2633,2633,466500
1375,1958,3,2,9,10625,7,5,1026,1026,250000
1376,1571,3,2,7,10991,8,5,1571,1571,239000
1377,790,2,1,4,6292,6,5,768,790,91000
1378,1604,3,2,6,10998,5,5,984,984,117000
1379,987,2,1,5,1953,6,5,483,483,83000
1380,1394,3,2,7,9735,5,5,384,754,167500
1381,864,2,1,5,8212,3,3,864,864,58500
1382,2117,4,2,7,12925,6,7,1205,2117,237500
1383,1762,4,1,8,7200,7,7,596,998,157000
1384,1416,3,2,7,25339,5,7,816,1416,112000
1385,1258,2,1,6,9060,6,5,560,698,105000
1386,1154,3,1,7,5436,4,8,796,796,125500
1387,2784,5,3,12,16692,7,5,1392,1392,250000
1388,2526,5,2,10,8520,6,7,714,1664,136000
1389,1746,3,2,7,14892,9,5,1746,1746,377500
1390,1218,3,1,6,6000,6,6,735,869,131000
1391,1525,3,2,6,9100,7,5,1525,1525,235000
1392,1584,4,2,8,8944,5,5,1584,1584,124000
1393,900,3,1,6,7838,5,5,864,900,123000
1394,1912,3,2,7,10800,6,7,482,1221,163000
1395,1500,2,2,6,4045,7,5,1356,1500,246578
1396,2482,4,2,9,12665,8,5,1094,1133,281213
1397,1687,3,1,7,57200,5,5,747,1687,160000
1398,1513,4,1,8,6120,5,8,939,939,137500
1399,1904,3,1,7,7200,5,4,1208,1136,138000
1400,1608,3,2,7,6171,6,6,976,1160,137450
1401,1158,3,1,5,6000,6,7,862,950,120000
1402,1593,3,2,8,7415,6,5,839,864,193000
1403,1294,2,2,6,6762,7,5,1286,1294,193879
1404,1464,3,2,6,15256,8,5,1485,1464,282922
1405,1214,3,1,6,10410,3,4,672,694,105000
1406,1646,2,2,5,3842,8,5,1594,1646,275000
1407,768,2,1,5,8445,5,7,768,768,133000
1408,833,3,1,5,8780,5,5,833,833,112000
1409,1363,3,1,6,7740,4,7,622,741,125500
1410,2093,3,2,7,20544,7,6,791,1236,215000
1411,1840,3,2,6,12420,7,5,944,944,230000
1412,1668,3,1,6,9600,6,8,856,1112,140000
1413,1040,2,2,6,7200,4,5,0,1040,90000
1414,1844,2,2,7,10994,8,5,1844,1844,257000
1415,1848,4,1,8,13053,6,7,833,1053,207000
1416,1569,1,2,7,3635,7,5,1386,1569,175900
1417,2290,4,2,11,11340,4,6,777,1246,122500
1418,2450,3,2,7,16545,8,5,1284,1310,340000
1419,1144,3,1,6,9204,5,5,1144,1144,124000
1420,1844,3,2,7,16381,6,5,1844,1844,223000
1421,1416,3,2,7,11700,6,6,708,708,179900
1422,1069,2,2,4,4043,6,5,1069,1069,127500
1423,848,1,1,3,4435,6,5,848,848,136500
1424,2201,4,2,8,19690,6,7,697,1575,274970
1425,1344,2,1,6,9503,5,5,1024,1344,144000
1426,1252,3,1,7,10721,6,6,1252,1252,142000
1427,2127,3,2,5,10944,7,5,1223,1223,271000
1428,1558,3,1,6,10930,5,6,913,1048,140000
1429,804,2,1,4,7200,5,7,788,804,119000
1430,1440,3,2,7,12546,6,7,1440,1440,182900
1431,1838,4,2,7,21930,5,5,732,734,192140
1432,958,2,2,5,4928,6,6,958,958,143750
1433,968,4,2,5,10800,4,6,656,968,64500
1434,1792,3,2,8,10261,6,5,936,962,186500
1435,1126,3,2,5,17400,5,5,1126,1126,160000
1436,1537,3,1,7,8400,6,9,1319,1537,174000
1437,864,3,1,5,9000,4,6,864,864,120500
1438,1932,2,2,7,12444,8,5,1932,1932,394617
1439,1236,2,1,6,7407,6,7,912,1236,149700
1440,1725,3,2,6,11584,7,6,539,1040,197000
1441,2555,3,2,11,11526,6,7,588,1423,191000
1442,848,1,1,3,4426,6,5,848,848,149300
1443,2007,3,2,10,11003,10,5,1017,1026,310000
1444,952,2,1,4,8854,6,6,952,952,121000
1445,1422,3,2,7,8500,7,5,1422,1422,179600
1446,913,3,1,6,8400,6,5,814,913,129000
1447,1188,3,1,6,26142,5,7,1188,1188,157900
1448,2090,3,2,8,10000,8,5,1220,1220,240000
1449,1346,2,1,6,11767,4,7,560,796,112000
1450,630,1,1,3,1533,5,7,630,630,92000
1451,1792,4,2,8,9000,5,5,896,896,136000
1452,1578,3,2,7,9262,8,5,1573,1578,287090
1453,1072,2,1,5,3675,5,5,547,1072,145000
1454,1140,3,1,6,17217,5,5,1140,1140,84500
1455,1221,2,2,6,7500,7,5,1221,1221,185000
1456,1647,3,2,7,7917,6,5,953,953,175000
1457,2073,3,2,7,13175,6,6,1542,2073,210000
1458,2340,4,2,9,9042,7,9,1152,1188,266500
1459,1078,2,1,5,9717,5,6,1078,1078,142125
1460,1256,3,1,6,9937,5,6,1256,1256,147500
